id,Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Total_Expenses,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Rent,Potential_Savings_Loan_Repayment,Potential_Savings_Insurance,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
156,36300,19,1,Salaried,Tier_2,6440,1750,1660,4790,1220,3250,1130,1990,2350,640,870,26090,25.7,9330,10210,190,50,50,140,120,1140,340,60,70,20,220
157,47000,33,1,Salaried,Tier_3,12800,0,1140,6450,3790,1520,1580,2650,2280,5150,990,38350,26.9,12640,8650,380,0,30,190,380,530,470,80,70,150,250
158,10800,20,0,Student,Tier_2,1900,0,150,850,470,610,110,610,220,30,530,5480,32.8,3540,5320,60,0,0,30,50,210,30,20,10,0,130
159,125400,47,1,Freelancer,Tier_1,42240,0,5980,12410,4520,5160,1940,3560,7780,1790,7330,92710,25.5,31980,32690,1270,0,180,370,450,1810,580,110,230,50,1830
160,4500,25,0,Salaried,Tier_3,720,0,80,380,320,130,180,260,260,30,270,2630,34.1,1530,1870,20,0,0,10,30,50,50,10,10,0,70
161,75500,57,0,Salaried,Tier_2,10970,0,1470,10460,3030,6190,1020,3650,3170,1200,2860,44020,15.2,11480,31480,330,0,40,310,300,2170,310,110,100,40,720
162,112400,46,1,Salaried,Tier_1,32560,23960,5100,12070,5930,6540,1580,4760,6460,8780,5340,113080,12.4,13940,-680,980,720,150,360,590,2290,470,140,190,260,1340
163,60000,31,2,Salaried,Tier_3,15110,7220,2760,4690,3940,3780,1760,1480,3980,1190,3340,49250,12.2,7320,10750,450,220,80,140,390,1320,530,40,120,40,840
164,153900,32,2,Salaried,Tier_1,29690,0,3000,11420,9900,12130,2480,6150,5600,820,7150,88340,24.2,37240,65560,890,0,90,340,990,4250,740,180,170,20,1790
165,164300,37,2,Salaried,Tier_1,39310,23890,2240,19730,6750,13470,4070,7210,4410,9170,4770,135020,15.3,25140,29280,1180,720,70,590,680,4710,1220,220,130,280,1190
166,56200,43,1,Salaried,Tier_2,16560,7290,1810,7720,4450,2770,1770,3320,2050,5950,2190,55880,10.1,5680,320,500,220,50,230,440,970,530,100,60,180,550
167,6000,20,0,Student,Tier_2,850,0,100,830,530,460,90,220,360,50,360,3850,24.9,1490,2150,30,0,0,20,50,160,30,10,10,0,90
168,101400,52,0,Freelancer,Tier_1,20840,6160,2870,13170,7830,6450,3130,3730,3120,270,4410,71980,28.5,28900,29420,630,180,90,400,780,2260,940,110,90,10,1100
169,7300,20,0,Student,Tier_3,1420,0,210,790,240,290,120,320,330,10,410,4140,17.0,1240,3160,40,0,10,20,20,100,40,10,10,0,100
170,35400,46,4,Salaried,Tier_2,6180,2180,1050,5410,1270,2860,540,2760,1500,530,1090,25370,19.3,6830,10030,190,70,30,160,130,1000,160,80,40,20,270
171,119200,38,3,Business Owner,Tier_1,29160,0,2680,14860,4550,11380,5380,3130,2900,1790,6370,82200,14.7,17520,37000,870,0,80,450,460,3980,1610,90,90,50,1590
172,32600,19,1,Salaried,Tier_3,6880,0,490,2200,1710,2010,560,1930,1390,210,870,18250,32.2,10500,14350,210,0,10,70,170,700,170,60,40,10,220
173,142500,31,2,Business Owner,Tier_2,33710,0,2960,15330,4450,12760,5800,3360,9190,1660,6280,95500,8.2,11680,47000,1010,0,90,460,440,4470,1740,100,280,50,1570
174,109900,45,0,Salaried,Tier_3,21570,0,2630,8810,6370,7410,4720,3940,1660,1010,5110,63230,30.8,33850,46670,650,0,80,260,640,2590,1420,120,50,30,1280
175,77000,27,0,Salaried,Tier_2,18120,0,1570,9000,6430,3150,1230,3900,4230,1120,4010,52760,24.2,18630,24240,540,0,50,270,640,1100,370,120,130,30,1000
176,6000,36,1,Business Owner,Tier_2,1170,0,70,760,390,240,230,190,240,570,340,4200,26.1,1570,1800,40,0,0,20,40,80,70,10,10,20,80
177,60400,45,0,Self-Employed,Tier_3,10060,10740,2450,4510,4280,3150,820,2070,2850,330,3110,44370,16.9,10210,16030,300,320,70,140,430,1100,250,60,90,10,780
178,52600,38,2,Salaried,Tier_1,17540,0,2400,6100,4320,2460,1150,1350,3220,870,1470,40880,19.0,9990,11720,530,0,70,180,430,860,340,40,100,30,370
179,41400,25,1,Self-Employed,Tier_3,9670,1610,1460,2700,1920,3640,690,2260,1540,570,970,27030,24.6,10180,14370,290,50,40,80,190,1270,210,70,50,20,240
180,108200,19,2,Business Owner,Tier_1,19400,8880,1140,10770,8660,4330,4010,5660,2820,1350,3650,70670,11.5,12440,37530,580,270,30,320,870,1520,1200,170,80,40,910
181,60100,43,3,Salaried,Tier_2,10870,0,2990,6510,5050,2710,1050,4320,4170,2910,1750,42330,27.6,16590,17770,330,0,90,200,500,950,320,130,130,90,440
182,57600,41,0,Salaried,Tier_2,13660,470,2600,4630,3580,1350,2870,2680,2460,20,2740,37060,19.3,11120,20540,410,10,80,140,360,470,860,80,70,0,680
183,52800,28,1,Salaried,Tier_2,12620,7700,1100,6180,2020,4130,750,2780,910,110,1280,39580,13.4,7080,13220,380,230,30,190,200,1450,220,80,30,0,320
184,87600,20,0,Salaried,Tier_1,17440,0,2620,6710,7530,3780,890,4110,4850,1320,4100,53350,12.0,10510,34250,520,0,80,200,750,1320,270,120,150,40,1020
185,67100,33,1,Salaried,Tier_2,13660,0,1140,4580,3180,5110,1510,3590,1070,6110,1470,41420,31.0,20800,25680,410,0,30,140,320,1790,450,110,30,180,370
186,207400,41,0,Business Owner,Tier_1,66340,0,8830,15480,11210,21740,4330,7350,10900,2990,9530,158700,29.5,61180,48700,1990,0,260,460,1120,7610,1300,220,330,90,2380
187,85900,56,2,Salaried,Tier_2,20800,0,2160,8840,2730,5830,3740,5870,1650,1420,2110,55150,19.1,16410,30750,620,0,60,270,270,2040,1120,180,50,40,530
188,153800,42,0,Salaried,Tier_1,45660,0,5010,21260,10800,6720,4760,7390,2270,1830,4610,110310,17.3,26610,43490,1370,0,150,640,1080,2350,1430,220,70,50,1150
189,159800,40,0,Business Owner,Tier_1,27240,0,7040,20700,5510,10430,3140,9400,2000,640,7310,93410,18.9,30200,66390,820,0,210,620,550,3650,940,280,60,20,1830
190,34900,33,2,Salaried,Tier_2,4930,0,1260,2760,1910,2060,350,960,1630,2590,1120,19570,21.7,7570,15330,150,0,40,80,190,720,100,30,50,80,280
191,89400,43,1,Salaried,Tier_2,20700,9310,3240,11320,3290,6540,1690,3250,4970,10350,2830,77490,22.1,19760,11910,620,280,100,340,330,2290,510,100,150,310,710
192,172900,36,1,Business Owner,Tier_1,27690,0,3030,25100,9260,10790,7130,9090,2870,1290,9870,106120,30.6,52910,66780,830,0,90,750,930,3780,2140,270,90,40,2470
193,71500,20,2,Self-Employed,Tier_3,15410,760,3390,10540,4220,4770,3350,2250,3230,940,1800,50660,18.5,13230,20840,460,20,100,320,420,1670,1000,70,100,30,450
194,53100,32,0,Self-Employed,Tier_3,15130,0,1110,7280,4680,3290,810,1940,2390,720,1700,39050,26.9,14280,14050,450,0,30,220,470,1150,240,60,70,20,420
195,22700,19,0,Student,Tier_2,4130,0,1120,2540,1990,1250,860,750,360,140,890,14030,23.4,5310,8670,120,0,30,80,200,440,260,20,10,0,220
196,87200,33,0,Business Owner,Tier_1,21470,0,1380,9910,3660,7590,1430,2740,1960,1320,4150,55610,16.0,13950,31590,640,0,40,300,370,2660,430,80,60,40,1040
197,87800,52,1,Business Owner,Tier_1,27830,0,2850,7490,6770,8000,1890,4420,5340,610,5120,70320,34.3,30120,17480,830,0,90,220,680,2800,570,130,160,20,1280
198,27500,41,1,Salaried,Tier_2,7810,0,990,3580,1730,1710,1130,1740,730,90,1300,20810,13.0,3580,6690,230,0,30,110,170,600,340,50,20,0,320
199,91600,22,0,Salaried,Tier_2,13140,0,1850,7920,6650,2820,1480,3010,1150,1540,4090,43650,25.9,23720,47950,390,0,60,240,660,990,440,90,30,50,1020
200,58900,23,3,Self-Employed,Tier_2,7790,6550,1570,7520,2090,2510,1090,2430,2050,230,2950,36780,22.3,13130,22120,230,200,50,230,210,880,330,70,60,10,740
201,20600,63,1,Retired,Tier_3,4780,0,770,1910,1750,1770,520,930,540,340,1090,14400,18.1,3730,6200,140,0,20,60,180,620,160,30,20,10,270
202,65400,24,4,Freelancer,Tier_2,13900,13640,1090,11780,4070,1340,830,4040,4200,1020,2420,58330,10.8,7060,7070,420,410,30,350,410,470,250,120,130,30,600
203,7500,51,1,Self-Employed,Tier_2,1520,0,100,520,580,530,250,240,190,350,340,4620,19.7,1480,2880,50,0,0,20,60,190,80,10,10,10,80
204,58000,19,0,Salaried,Tier_2,14850,0,2210,3820,4970,1590,2410,1860,830,800,2180,35520,18.7,10850,22480,450,0,70,110,500,560,720,60,20,20,540
205,6000,28,1,Business Owner,Tier_2,1760,190,220,860,470,510,150,380,240,60,150,4990,8.1,490,1010,50,10,10,30,50,180,40,10,10,0,40
206,59500,45,2,Self-Employed,Tier_2,10820,0,2130,6970,2360,2530,2580,1920,1320,860,3220,34710,31.0,18440,24790,320,0,60,210,240,890,770,60,40,30,800
207,11200,21,0,Student,Tier_3,2810,1200,260,790,780,300,390,630,290,90,500,8040,16.3,1830,3160,80,40,10,20,80,100,120,20,10,0,120
208,68000,28,2,Self-Employed,Tier_2,10870,11070,1870,10030,2590,5820,3070,3040,2200,370,2860,53790,12.7,8640,14210,330,330,60,300,260,2040,920,90,70,10,720
209,39600,34,2,Self-Employed,Tier_3,11070,670,520,2820,2390,1050,1320,1660,1810,4310,1670,29290,22.7,8990,10310,330,20,20,80,240,370,400,50,50,130,420
210,71900,58,1,Retired,Tier_2,14640,0,1860,7780,5020,5710,3040,3460,1420,4440,2720,50090,12.8,9200,21810,440,0,60,230,500,2000,910,100,40,130,680
211,12800,20,0,Student,Tier_2,2660,0,320,810,540,1070,310,500,420,10,760,7400,16.7,2140,5400,80,0,10,20,50,370,90,20,10,0,190
212,87700,43,0,Business Owner,Tier_2,20840,7050,3170,11120,5350,4880,4060,3570,2420,1370,3460,67290,21.0,18420,20410,630,210,100,330,540,1710,1220,110,70,40,860
213,92800,46,2,Self-Employed,Tier_2,14670,3820,2270,12640,3440,4020,3940,5250,3670,800,2640,57160,12.4,11510,35640,440,110,70,380,340,1410,1180,160,110,20,660
214,95000,46,2,Freelancer,Tier_1,14210,5400,1630,15060,6270,5650,1020,5380,4750,3230,2230,64830,20.1,19100,30170,430,160,50,450,630,1980,310,160,140,100,560
215,7000,67,3,Retired,Tier_3,1670,0,270,760,400,430,130,310,130,170,380,4650,21.6,1510,2350,50,0,10,20,40,150,40,10,0,10,100
216,119700,23,2,Salaried,Tier_1,17490,0,3610,9640,7050,3490,4090,7370,7620,1670,5500,67530,22.1,26450,52170,520,0,110,290,700,1220,1230,220,230,50,1380
217,116400,26,1,Salaried,Tier_1,30260,18990,4710,14550,4170,3420,3390,3680,6660,590,6410,96830,19.0,22120,19570,910,570,140,440,420,1200,1020,110,200,20,1600
218,27200,19,2,Salaried,Tier_2,3300,3920,1020,2690,1410,840,980,950,1660,210,940,17920,15.4,4190,9280,100,120,30,80,140,290,290,30,50,10,240
219,28100,19,2,Business Owner,Tier_2,4660,0,670,3800,2080,2690,1020,1630,1050,350,740,18690,13.8,3880,9410,140,0,20,110,210,940,310,50,30,10,180
220,70900,35,0,Salaried,Tier_1,12140,0,720,4770,2750,6010,1940,1600,1500,100,1530,33060,18.4,13050,37840,360,0,20,140,280,2100,580,50,40,0,380
221,10200,61,0,Retired,Tier_2,2400,0,180,1150,800,410,120,450,370,40,270,6190,9.0,920,4010,70,0,10,30,80,140,40,10,10,0,70
222,99300,52,5,Salaried,Tier_1,24350,16100,1270,9340,4670,7750,4630,4720,8090,3290,4390,88600,13.3,13210,10700,730,480,40,280,470,2710,1390,140,240,100,1100
223,14400,20,0,Student,Tier_2,4180,0,700,1870,1130,870,540,840,550,200,720,11600,34.0,4900,2800,130,0,20,60,110,300,160,30,20,10,180
224,64100,36,1,Salaried,Tier_2,15000,14020,2380,5430,3140,5570,1970,1410,3570,1910,1520,55920,26.2,16790,8180,450,420,70,160,310,1950,590,40,110,60,380
225,12800,44,0,Freelancer,Tier_1,4280,1920,590,1280,540,910,570,360,260,60,570,11340,12.2,1560,1460,130,60,20,40,50,320,170,10,10,0,140
226,19400,50,0,Salaried,Tier_3,5000,0,230,1910,1300,1060,960,1080,1040,170,1150,13900,32.7,6340,5500,150,0,10,60,130,370,290,30,30,10,290
227,106800,31,1,Salaried,Tier_1,23440,16130,1810,15930,7680,5580,4010,2360,2370,7450,3530,90290,24.5,26170,16510,700,480,50,480,770,1950,1200,70,70,220,880
228,104000,23,1,Salaried,Tier_2,19330,0,1920,13040,5440,8300,2200,3050,1860,1080,3030,59250,10.7,11130,44750,580,0,60,390,540,2900,660,90,60,30,760
229,158300,25,2,Salaried,Tier_1,48250,6150,4750,25640,12820,8890,6150,9440,4590,1600,6760,135040,18.8,29760,23260,1450,180,140,770,1280,3110,1840,280,140,50,1690
230,29300,54,2,Business Owner,Tier_1,6070,0,950,4570,1330,750,440,1860,1980,700,1260,19910,25.5,7470,9390,180,0,30,140,130,260,130,60,60,20,320
231,11900,24,3,Salaried,Tier_3,2240,0,420,1060,480,910,280,670,570,180,270,7080,12.4,1480,4820,70,0,10,30,50,320,80,20,20,10,70
232,124700,35,1,Salaried,Tier_1,28690,0,3060,14400,10970,6110,2160,2820,6250,9910,7180,91550,26.9,33540,33150,860,0,90,430,1100,2140,650,80,190,300,1800
233,131200,36,1,Salaried,Tier_1,38880,2400,2690,10260,9090,10760,2940,4240,3430,9860,3310,97860,30.6,40150,33340,1170,70,80,310,910,3770,880,130,100,300,830
234,46200,25,2,Salaried,Tier_2,13650,5490,970,5120,4070,3180,790,2350,2230,530,1970,40350,22.1,10210,5850,410,160,30,150,410,1110,240,70,70,20,490
235,162600,26,2,Business Owner,Tier_1,31180,10860,1630,23620,13150,8600,4680,3840,10580,2770,6350,117260,8.2,13330,45340,940,330,50,710,1320,3010,1400,120,320,80,1590
236,97000,23,1,Salaried,Tier_1,21650,11960,2500,7650,7200,4590,2440,3200,3260,420,4910,69780,32.6,31620,27220,650,360,80,230,720,1610,730,100,100,10,1230
237,59200,30,3,Freelancer,Tier_2,10190,0,2050,6000,3990,1960,640,1610,2700,1320,1430,31890,15.3,9060,27310,310,0,60,180,400,690,190,50,80,40,360
238,134800,24,1,Business Owner,Tier_2,24470,9240,5660,20360,7790,12200,3130,7820,8380,140,6880,106070,9.9,13350,28730,730,280,170,610,780,4270,940,230,250,0,1720
239,111800,44,0,Self-Employed,Tier_1,21190,0,3100,13310,3580,7010,4570,4570,6610,950,5280,70170,16.4,18340,41630,640,0,90,400,360,2450,1370,140,200,30,1320
240,87700,29,4,Salaried,Tier_2,20600,3830,3990,14940,3780,2450,3100,3820,2130,2910,2170,63720,29.3,25700,23980,620,110,120,450,380,860,930,110,60,90,540
241,57600,36,0,Salaried,Tier_1,9830,1160,2000,7750,5170,3670,710,2640,2600,820,1440,37790,14.3,8240,19810,290,30,60,230,520,1280,210,80,80,20,360
242,19400,63,0,Retired,Tier_3,3580,0,890,1920,1090,790,730,540,380,120,960,11000,15.4,2990,8400,110,0,30,60,110,280,220,20,10,0,240
243,33100,36,1,Freelancer,Tier_3,5540,2670,330,3970,1750,1090,360,1940,1740,950,1620,21960,25.8,8540,11140,170,80,10,120,180,380,110,60,50,30,400
244,17800,22,1,Self-Employed,Tier_1,4820,430,550,1260,1430,620,800,540,660,30,760,11900,30.6,5450,5900,140,10,20,40,140,220,240,20,20,0,190
245,43700,29,1,Business Owner,Tier_2,5800,8940,800,4690,3640,1340,1840,1060,1790,740,1600,32240,18.0,7870,11460,170,270,20,140,360,470,550,30,50,20,400
246,111600,33,1,Business Owner,Tier_3,15340,0,3490,9060,6870,5010,3910,3270,5720,830,2700,56200,25.2,28120,55400,460,0,100,270,690,1750,1170,100,170,20,680
247,10900,37,0,Salaried,Tier_2,1660,960,260,790,980,560,260,360,650,60,380,6920,28.6,3120,3980,50,30,10,20,100,200,80,10,20,0,100
248,80300,24,0,Salaried,Tier_2,13310,0,2240,7370,5910,7130,2720,3270,4790,440,2570,49750,14.0,11240,30550,400,0,70,220,590,2500,820,100,140,10,640
249,9100,50,2,Freelancer,Tier_1,2300,1850,150,670,470,270,220,460,230,890,220,7730,18.8,1710,1370,70,60,0,20,50,90,70,10,10,30,60
250,25200,18,0,Student,Tier_2,5640,0,850,2120,1860,1520,330,560,1220,160,1330,15590,19.2,4840,9610,170,0,30,60,190,530,100,20,40,0,330
251,8500,23,0,Student,Tier_3,1610,0,100,880,330,470,160,190,400,60,320,4520,24.1,2050,3980,50,0,0,30,30,160,50,10,10,0,80
252,114200,31,2,Self-Employed,Tier_1,25200,0,3430,16150,4320,4030,3700,5230,5640,2690,5100,75490,27.9,31860,38710,760,0,100,480,430,1410,1110,160,170,80,1280
253,54200,37,1,Salaried,Tier_1,15020,0,1300,5010,3560,1180,1200,3480,2390,6440,2040,41620,11.9,6450,12580,450,0,40,150,360,410,360,100,70,190,510
254,53300,37,2,Salaried,Tier_3,15500,10870,2390,7770,1640,3650,770,2350,690,1340,2210,49180,13.5,7200,4120,460,330,70,230,160,1280,230,70,20,40,550
255,107700,19,0,Self-Employed,Tier_1,30440,440,3590,12180,3510,4130,2300,5550,4400,100,4970,71610,8.2,8830,36090,910,10,110,370,350,1450,690,170,130,0,1240
256,97400,42,0,Salaried,Tier_1,26530,0,2460,13450,3500,4100,4350,4020,1880,880,3730,64900,33.0,32140,32500,800,0,70,400,350,1440,1300,120,60,30,930
257,84600,32,0,Salaried,Tier_1,14420,6450,2040,9310,3740,7490,2540,4440,3490,1340,4710,59970,30.0,25380,24630,430,190,60,280,370,2620,760,130,100,40,1180
258,105400,32,2,Salaried,Tier_2,30870,14200,3690,9560,4680,3230,5150,6890,3240,6860,2980,91350,11.7,12330,14050,930,430,110,290,470,1130,1540,210,100,210,740
259,31900,25,2,Self-Employed,Tier_3,6840,0,1590,5110,1230,3270,1490,1210,1400,540,790,23470,16.6,5300,8430,210,0,50,150,120,1140,450,40,40,20,200
260,16200,18,0,Student,Tier_2,4670,0,770,1330,1240,450,280,820,660,80,690,10990,14.2,2300,5210,140,0,20,40,120,160,80,20,20,0,170
261,30600,24,3,Salaried,Tier_2,7590,0,1350,3770,1170,1030,350,1920,410,150,1120,18860,28.0,8570,11740,230,0,40,110,120,360,100,60,10,0,280
262,78000,73,2,Retired,Tier_2,15780,4230,2040,5730,5780,3640,1760,4020,4260,5560,3200,56000,31.6,24650,22000,470,130,60,170,580,1270,530,120,130,170,800
263,64800,32,0,Freelancer,Tier_2,19390,7390,1670,7700,4110,3640,2280,1420,1590,460,2090,51740,30.3,19630,13060,580,220,50,230,410,1270,680,40,50,10,520
264,47200,31,1,Self-Employed,Tier_2,11800,0,1940,6880,3390,1670,1250,1940,970,3340,2290,35470,13.5,6370,11730,350,0,60,210,340,580,380,60,30,100,570
265,8100,33,0,Salaried,Tier_1,2320,0,120,780,420,460,210,420,290,140,280,5440,18.3,1480,2660,70,0,0,20,40,160,60,10,10,0,70
266,62600,20,0,Freelancer,Tier_3,15540,5780,1400,7610,3550,4000,920,1580,1260,700,1890,44230,20.4,12770,18370,470,170,40,230,360,1400,280,50,40,20,470
267,50200,50,4,Freelancer,Tier_2,10320,4530,660,7160,2240,2930,1750,2800,3400,290,1300,37380,25.6,12850,12820,310,140,20,210,220,1030,520,80,100,10,320
268,34800,24,0,Salaried,Tier_3,6790,1360,1280,3790,2490,2150,1440,940,1140,360,1990,23730,10.5,3650,11070,200,40,40,110,250,750,430,30,30,10,500
269,102900,55,1,Salaried,Tier_1,20440,3050,3890,9110,6340,5840,3890,4940,1720,9010,4650,72880,34.7,35710,30020,610,90,120,270,630,2040,1170,150,50,270,1160
270,57700,60,0,Self-Employed,Tier_2,12380,12630,1390,4060,3680,3900,2040,2290,1100,630,2790,46890,34.4,19850,10810,370,380,40,120,370,1360,610,70,30,20,700
271,76500,47,1,Salaried,Tier_1,26380,0,1790,8660,5220,1590,1380,2580,4090,420,3080,55190,16.7,12780,21310,790,0,50,260,520,560,410,80,120,10,770
272,62200,25,3,Salaried,Tier_2,11160,4620,2300,10280,4840,4060,1820,3480,4210,600,2080,49450,29.2,18160,12750,330,140,70,310,480,1420,550,100,130,20,520
273,44800,32,2,Salaried,Tier_2,9700,0,1680,6440,3730,2000,2190,1620,600,5290,2020,35270,30.7,13750,9530,290,0,50,190,370,700,660,50,20,160,500
274,98100,19,0,Self-Employed,Tier_1,14180,8930,2930,7750,5600,10190,1830,3150,1530,1390,5010,62490,32.7,32080,35610,430,270,90,230,560,3570,550,90,50,40,1250
275,97300,19,0,Salaried,Tier_1,32030,15680,3010,11870,3760,7880,4170,5600,4270,230,4770,93270,20.4,19850,4030,960,470,90,360,380,2760,1250,170,130,10,1190
276,58800,57,1,Business Owner,Tier_2,7540,6730,2140,5400,3800,2950,2690,2090,1250,1950,1930,38470,19.9,11700,20330,230,200,60,160,380,1030,810,60,40,60,480
277,99300,21,1,Salaried,Tier_1,24270,0,2380,9170,3820,6880,2120,3200,1450,1100,3330,57720,20.0,19860,41580,730,0,70,280,380,2410,640,100,40,30,830
278,99800,31,1,Salaried,Tier_2,22620,18360,3790,11780,4860,7710,3840,5050,3950,11660,5010,98630,20.6,20560,1170,680,550,110,350,490,2700,1150,150,120,350,1250
279,38000,37,2,Salaried,Tier_3,9420,3890,730,3430,3100,2400,1770,1570,1980,450,1960,30700,31.8,12080,7300,280,120,20,100,310,840,530,50,60,10,490
280,66100,24,1,Salaried,Tier_1,17390,0,930,8950,5140,2830,2380,3690,2620,480,2420,46830,24.8,16390,19270,520,0,30,270,510,990,710,110,80,10,600
281,74500,35,0,Self-Employed,Tier_3,16860,0,2040,9160,4670,3270,2720,1720,4210,770,2940,48360,24.0,17880,26140,510,0,60,270,470,1140,820,50,130,20,740
282,88400,36,0,Self-Employed,Tier_2,23560,15000,2220,8800,6150,2790,3770,4910,4880,1010,1770,74860,12.0,10610,13540,710,450,70,260,620,980,1130,150,150,30,440
283,94800,32,0,Salaried,Tier_2,23010,6600,3110,12610,4580,8160,2600,5620,2580,150,1930,70950,34.6,32800,23850,690,200,90,380,460,2860,780,170,80,0,480
284,78200,31,2,Salaried,Tier_1,16610,0,3490,7150,5640,3720,1780,3200,2640,770,3640,48640,20.8,16270,29560,500,0,100,210,560,1300,530,100,80,20,910
285,54000,33,3,Salaried,Tier_1,14940,1600,690,4100,3960,2920,1480,3990,950,620,1980,37230,20.3,10960,16770,450,50,20,120,400,1020,440,120,30,20,500
286,10000,28,1,Freelancer,Tier_2,1840,410,340,1150,810,370,300,390,400,70,590,6670,23.3,2330,3330,60,10,10,30,80,130,90,10,10,0,150
287,145000,33,0,Business Owner,Tier_1,41960,31380,7160,17730,8390,4430,6610,3410,4880,1940,8470,136360,10.1,14640,8640,1260,940,210,530,840,1550,1980,100,150,60,2120
288,20700,32,1,Business Owner,Tier_3,4230,3340,560,3060,1610,1000,240,1270,1060,1810,880,19060,9.7,2010,1640,130,100,20,90,160,350,70,40,30,50,220
289,156200,48,5,Self-Employed,Tier_1,30830,0,4720,28020,7290,5490,3320,11880,2340,310,4210,98410,24.0,37490,57790,920,0,140,840,730,1920,1000,360,70,10,1050
290,56800,36,0,Salaried,Tier_2,15630,0,760,4070,4890,1750,1690,3390,2760,240,2140,37320,25.2,14310,19480,470,0,20,120,490,610,510,100,80,10,540
291,105900,23,0,Salaried,Tier_2,14920,0,2750,8910,7920,7700,3310,3730,4800,900,2730,57670,31.5,33360,48230,450,0,80,270,790,2700,990,110,140,30,680
292,86300,19,2,Salaried,Tier_3,24610,12100,4160,9460,7340,6910,2020,3070,1490,1020,3080,75260,28.9,24940,11040,740,360,120,280,730,2420,610,90,40,30,770
293,70600,30,0,Business Owner,Tier_2,17240,2790,2250,8040,5640,1770,980,1710,2280,280,2210,45190,13.2,9320,25410,520,80,70,240,560,620,290,50,70,10,550
294,146000,47,0,Salaried,Tier_1,41550,0,6460,10280,10130,12120,4770,8570,8000,1830,4400,108110,20.6,30080,37890,1250,0,190,310,1010,4240,1430,260,240,50,1100
295,6000,22,0,Student,Tier_2,1070,0,80,730,320,260,70,350,140,50,240,3310,33.1,1990,2690,30,0,0,20,30,90,20,10,0,0,60
296,98900,43,0,Self-Employed,Tier_1,18120,0,4600,11590,3580,2980,3250,2970,3190,1600,2570,54450,25.3,25020,44450,540,0,140,350,360,1040,980,90,100,50,640
297,6100,24,0,Student,Tier_2,1760,0,170,780,470,460,190,120,350,90,240,4630,23.3,1420,1470,50,0,10,20,50,160,60,0,10,0,60
298,8100,19,0,Student,Tier_1,2010,1710,110,780,620,530,140,170,240,30,390,6730,32.2,2610,1370,60,50,0,20,60,190,40,10,10,0,100
299,123500,46,2,Business Owner,Tier_1,32200,13290,1550,14790,5990,8500,5360,5440,8570,80,2750,98520,29.3,36190,24980,970,400,50,440,600,2980,1610,160,260,0,690
300,31800,28,2,Salaried,Tier_1,8850,6120,510,3920,2720,720,500,1700,1240,530,690,27500,26.9,8550,4300,270,180,20,120,270,250,150,50,40,20,170
301,104700,42,1,Salaried,Tier_1,32170,2450,3130,14010,4530,7990,2830,5930,6680,8520,3450,91690,34.3,35910,13010,970,70,90,420,450,2800,850,180,200,260,860
